ID,wav,input_recognition,input_transcription,start,end,turn_restart,system_action,system_action_full,uncovered_entity,entity_extracted,correct_label,interruption,interruption_total,dtmf,dtmf_total,repeat,repeat_total,start_over,start_over_total,normalized_input,myAction,total_act0,total_act1,total_act2,total_act3,total_act4,total_act5,total_act6,total_act7,total_act8,total_act9
20090925_050,012.raw,after 12a,after 12a,93.005,93.975,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$error,[],{u'error': u'61C'},{u'route': u'12a'},1,5,0,0,0,0,0,0,after <uncovered_route>,4,0,2,1,1,1,0,2,1,1,1
20090925_054,002.raw,radisson,radisson,26.647,27.287,FALSE,request,->request$query.departure_place,[],{},{u'from.desc': u'radisson'},0,0,0,0,0,0,0,0,radisson,1,0,1,0,0,0,0,1,0,0,0
20090925_054,003.raw,downtown pittsburgh,downtown pittsburgh,34.739,35.919,FALSE,request,->inform$nonunderstanding_moveon->inform$neighborhood_strategy->request$departure_neighborhood,[],{},{u'from.neighborhood': u'downtown pittsburgh'},0,0,0,0,0,0,0,0,<neighborhood> <place>sburgh,1,0,2,0,0,0,0,2,0,0,0
20090925_054,005.raw,forbes,forbes,47.893,48.503,FALSE,ack,->inform$confirm_okay->request$departure_stop_in_neighborhood,[],{u'departure_stop_in_neighborhood': u'DOWNTOWN PITTSBURGH'},{u'from.desc': u'forbes'},0,0,0,0,0,0,0,0,<place>,1,0,3,0,0,0,0,3,0,0,0
20090925_054,007.raw,arnold,i dont know,60.723,61.173,FALSE,request,->request$departure_stop_in_neighborhood,[],{},{},0,0,0,0,0,0,0,0,<uncovered_place>,1,0,4,0,0,0,0,4,0,0,0
20090925_054,008.raw,wall know,wall know,67.823,68.393,FALSE,request,->request$departure_stop_in_neighborhood,[],{u'departure_stop_in_neighborhood': u'DOWNTOWN PITTSBURGH'},{},0,0,0,0,0,0,0,0,<uncovered_place> know,1,0,5,0,0,0,0,5,0,0,0
20090925_054,010.raw,wall homestead,wall homestead,88.071,89.081,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'MALL'},{},0,0,0,0,0,0,0,0,<uncovered_place> <neighborhood>,1,0,6,0,0,0,0,6,0,0,0
20090925_054,011.raw,yes,yes,93.513,93.903,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'HOMESTEAD'},{},0,0,0,0,0,0,0,0,yes,0,1,6,0,0,0,1,6,0,0,0
20090925_054,014.raw,twelve thirty,twelve thirty,112.761,113.521,FALSE,request,->request$query.travel_time,[],{},{},0,0,0,0,0,0,0,0,<time> thirty,2,1,6,1,0,0,1,6,1,0,0
20090926_000,003.raw,yes,yes,21.556,21.836,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'FIFTH AND CHESTERFIELD'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090926_000,004.raw,from jones wall,from jones wall,25.16,26.05,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{},0,0,0,0,0,0,0,0,from <place> <uncovered_place>,0,1,1,0,0,0,1,1,0,0,0
20090926_000,005.raw,brownsville and boggs,brownsville and boggs,28.902,29.832,FALSE,example,->request$query.arrival_place,[],{},{u'to.desc': u'brownsville and boggs'},1,1,0,0,0,0,0,0,<place> and boggs,0,2,1,0,0,0,2,1,0,0,0
20090926_000,006.raw,no,no,33.874,34.204,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'BROWNSVILLE'},{},0,1,0,0,0,0,0,0,no,0,3,1,0,0,0,3,1,0,0,0
20090926_000,007.raw,brownsville and bausman,brownsville and bausman,36.562,37.832,FALSE,request,->request$query.arrival_place,[],{},{u'to.desc': u'brownsville and bausman'},0,1,0,0,0,0,0,0,<place> and <place>,0,4,1,0,0,0,4,1,0,0,0
20090926_000,008.raw,yes,yes,43.174,43.404,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'BROWNSVILLE AND BAUSMAN'},{},0,1,0,0,0,0,0,0,yes,0,5,1,0,0,0,5,1,0,0,0
20090926_002,002.raw,swissvale,swissvale,23.018,23.488,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'DYNAMO WAY'},{u'to.neighborhood': u'swissvale'},0,0,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090926_002,003.raw,now,now,30.024,30.434,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SWISSVALE'},{u'time.rel': u'next'},0,0,0,0,0,0,0,0,now,0,1,1,0,0,0,1,1,0,0,0
20090926_003,002.raw,mckeesport,mckeesport,23.186,23.856,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'EIGHTH AVE'},{u'to.neighborhood': u'mckeesport'},0,0,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090926_003,004.raw,mckeesport,mckeesport,30.87,31.51,FALSE,impl-conf,->implicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'MCKEESPORT'},{u'to.neighborhood': u'mckeesport'},0,0,0,0,0,0,0,0,<neighborhood>,0,1,1,0,0,0,1,1,0,0,0
20090926_003,005.raw,next bus,next bus,34.15,34.75,FALSE,request,->request$query.travel_time,[],{},{},0,0,0,0,0,0,0,0,next bus,2,1,1,1,0,0,1,1,1,0,0
20090926_004,009.raw,yeah,yeah,85.971,86.191,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SOUTH'},{},0,3,0,0,0,0,0,0,yeah,1,0,1,0,0,0,0,1,0,0,0
20090926_005,002.raw,greenfield,greenfield,22.088,22.678,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'HOMESTEAD'},{u'to.neighborhood': u'greenfield'},0,0,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090926_005,003.raw,next bus,next bus,29.074,29.884,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'GREENFIELD'},{},0,0,0,0,0,0,0,0,next bus,0,1,1,0,0,0,1,1,0,0,0
20090926_005,004.raw,ann and bell,ann and bell,40.938,41.398,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result,[],"{u'query.travel_time.time': u'The next bus', u'result': u'61C'}",{u'to.desc': u'ann at bell'},1,1,0,0,0,0,0,0,<place> and <place>,3,1,1,0,1,0,1,1,0,1,0
20090926_013,004.raw,downtown,downtown,53.724,54.554,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'downtown'},0,2,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090926_013,005.raw,wilkinburg,wilkinburg,59.08,60.02,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'DOWNTOWN'},{u'to.neighborhood': u'wilkinsburg'},0,2,0,0,0,0,0,0,wilkinburg,1,0,2,0,0,0,0,2,0,0,0
20090926_013,006.raw,wilkinsburg,wilkinsburg,62.768,63.818,FALSE,request,->request$query.arrival_place,[],{},{u'to.neighborhood': u'wilkinsburg'},0,2,0,0,0,0,0,0,<neighborhood>,0,1,2,0,0,0,1,2,0,0,0
20090926_013,007.raw,correct,correct,67.838,68.578,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'WILKINSBURG'},{},0,2,0,0,0,0,0,0,correct,0,2,2,0,0,0,2,2,0,0,0
20090926_013,009.raw,when is the next bus,when is the next bus,99.978,101.098,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 5 a.m.', u'result': u'61A'}",{},1,3,0,0,0,0,0,0,when is the next bus,3,2,2,0,1,0,2,2,0,1,0
20090926_013,010.raw,when is the it that,when is the it that,113.648,115.038,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'61A'},{},1,4,0,0,0,0,0,0,when is the it that,3,2,2,0,2,0,2,2,0,2,0
20090926_014,011.raw,rodi road seven down halfway center,rodi road seven down halfway center,77.322,79.572,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'ALMA AT HALDANE'},{},0,2,0,0,0,0,0,0,<uncovered_place> <time> down halfway <uncovered_place>,1,0,1,0,0,0,0,1,0,0,0
20090926_014,012.raw,no,no,83.668,84.148,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'ALMA AT HALDANE'},{},0,2,0,0,0,0,0,0,no,1,0,2,0,0,0,0,2,0,0,0
20090926_014,013.raw,br,br,84.928,85.338,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'BELL'},{},1,3,0,0,0,0,0,0,br,1,0,3,0,0,0,0,3,0,0,0
20090926_014,014.raw,no,no,89.206,89.656,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'BELL'},{},0,3,0,0,0,0,0,0,no,1,0,4,0,0,0,0,4,0,0,0
20090926_014,015.raw,yes,yes,93.43,93.93,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'HAWKINS'},{},0,3,0,0,0,0,0,0,yes,1,0,5,0,0,0,0,5,0,0,0
20090926_014,018.raw,no,no,126.336,126.966,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MCKEE'},{},0,3,0,0,0,0,0,0,no,1,0,6,0,0,0,0,6,0,0,0
20090926_016,005.raw,mckeesport,mckeesport,36.296,37.296,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'mckeesport'},0,1,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090926_016,006.raw,yes,yes,41.736,42.016,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MCKEESPORT'},{},0,1,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090926_016,007.raw,squirrel hill,squirrel hill,47.804,48.434,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'squirrel hill'},0,1,0,0,0,0,0,0,<neighborhood>,0,1,2,0,0,0,1,2,0,0,0
20090926_016,008.raw,beechwood,beechwood,54.698,55.318,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SQUIRREL HILL'},{},0,1,0,0,0,0,0,0,beech<place>,0,2,2,0,0,0,2,2,0,0,0
20090926_016,009.raw,now,now,59.524,59.944,FALSE,request,->request$query.travel_time,[],{},{u'time.rel': u'next'},0,1,0,0,0,0,0,0,now,2,2,2,1,0,0,2,2,1,0,0
20090926_017,005.raw,yes,no,29.127,29.617,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'PITT'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090926_017,010.raw,no,no,68.623,69.313,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'JONES'},{},0,0,0,0,0,0,0,0,no,1,0,2,0,0,0,0,2,0,0,0
20090926_017,014.raw,no,no,88.109,88.729,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'LYSLE AND EVANS'},{},0,0,0,0,0,0,0,0,no,1,0,3,0,0,0,0,3,0,0,0
20090926_019,004.raw,no,no,29.453,29.833,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'PITTSBURGH'},{},0,3,0,0,0,0,0,0,no,1,0,1,0,0,0,0,1,0,0,0
20090926_020,004.raw,mckeesport,mckeesport,25.705,26.315,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'mckeesport'},0,1,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090926_020,005.raw,eighth and ann,eighth and ann,30.737,31.527,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'MCKEESPORT'},{u'to.desc': u'eighth and ann'},0,1,0,0,0,0,0,0,<place>,1,0,2,0,0,0,0,2,0,0,0
20090926_020,006.raw,yes,yes,35.183,35.633,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'EIGHTH AND ANN'},{},1,2,0,0,0,0,0,0,yes,0,1,2,0,0,0,1,2,0,0,0
20090926_020,008.raw,next bus,next bus,57.223,58.023,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'The next bus', u'result': u'61C'}",{},1,3,0,0,0,0,0,0,next bus,3,1,2,0,1,0,1,2,0,1,0
20090926_022,002.raw,downtown,downtown,21.29,21.94,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'MCKEESPORT'},{u'to.neighborhood': u'downtown'},0,0,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090926_022,003.raw,next bus,next bus,26.652,27.432,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'DOWNTOWN'},{},0,0,0,0,0,0,0,0,next bus,0,1,1,0,0,0,1,1,0,0,0
20090926_022,004.raw,previous bus,previous bus,48.756,49.676,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'The next bus', u'result': u'61C'}",{},1,1,0,0,0,0,0,0,previous bus,3,1,1,0,1,0,1,1,0,1,0
20090926_022,005.raw,next bus,next bus,65.194,65.914,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'61C'},{},1,2,0,0,0,0,0,0,next bus,3,1,1,0,2,0,1,1,0,2,0
20090926_022,006.raw,when is the next bus,when is the next bus,87.398,88.458,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'61C'},{},1,3,0,0,0,0,0,0,when is the next bus,3,1,1,0,3,0,1,1,0,3,0
20090926_024,004.raw,yes,yes,31.777,32.207,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},1,2,0,0,0,0,0,0,yes,2,0,0,1,0,0,0,0,1,0,0
20090926_024,005.raw,millvale,millvale,39.103,39.773,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.desc': u'millvale'},0,2,0,0,0,0,0,0,<place>,1,0,1,1,0,0,0,1,1,0,0
20090926_024,006.raw,downtown,downtown,44.927,45.737,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'MILLVALE'},{u'to.neighborhood': u'downtown'},0,2,0,0,0,0,0,0,<neighborhood>,1,0,2,1,0,0,0,2,1,0,0
20090926_026,001.raw,yes,yes,17.991,18.381,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'CARNEGIE MELLON'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090926_026,004.raw,goodbye,goodbye,65.561,66.011,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 5 p.m.', u'result': u'28X'}",{},0,0,0,0,0,0,0,0,goodbye,3,0,1,0,1,0,0,1,0,1,0
20090926_027,001.raw,yes,yes,17.095,17.395,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SQUIRREL HILL'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090926_027,004.raw,yes,yes,26.699,26.939,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},0,0,0,0,0,0,0,0,yes,2,0,1,1,0,0,0,1,1,0,0
20090926_027,005.raw,when is the next bus,when is the next bus,47.923,48.883,FALSE,ack,->inform$confirm_okay->inform$looking_up_database_first->inform$result->request$next_query,[],{u'result': u'61C'},{},1,1,0,0,0,0,0,0,when is the next bus,3,0,1,1,1,0,0,1,1,1,0
20090926_029,005.raw,yes,yes,33.698,34.168,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},1,3,0,0,0,0,0,0,yes,2,0,0,1,0,0,0,0,1,0,0
20090926_029,009.raw,yes,yes,54.544,54.994,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->explicit_confirm$query.departure_place,[],"{u'query.departure_place': u'ANN AT TENTH', u'query.travel_time.time': u'The next bus'}",{},1,5,0,0,0,0,0,0,yes,1,0,1,1,0,0,0,1,1,0,0
20090926_029,014.raw,no bridgeville,no going to swissvale,71.352,72.672,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'COAL AT SWISSVALE'},{},0,6,0,0,0,0,0,0,no <uncovered_place>,0,1,1,1,0,0,1,1,1,0,0
20090926_029,016.raw,yes,yes,80.41,80.68,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'SWISSVALE'},{},1,8,0,0,0,0,0,0,yes,0,2,1,1,0,0,2,1,1,0,0
20090926_035,003.raw,no,no,17.309,17.969,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SIXTH'},{},1,2,0,0,0,0,0,0,no,1,0,1,0,0,0,0,1,0,0,0
20090926_035,006.raw,oakland,oakland,29.277,29.847,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'oakland'},0,3,0,0,0,0,0,0,<place>,1,0,2,0,0,0,0,2,0,0,0
20090926_035,007.raw,north side,north side,34.013,34.783,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'OAKLAND'},{u'to.neighborhood': u'north side'},0,3,0,0,0,0,0,0,<place> side,1,0,3,0,0,0,0,3,0,0,0
20090926_035,008.raw,next bus,next bus,39.203,39.973,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'NORTH SIDE'},{},0,3,0,0,0,0,0,0,next bus,0,1,3,0,0,0,1,3,0,0,0
20090926_035,009.raw,the previous bus,the previous bus,58.003,59.213,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'The next bus', u'result': u'54C'}",{},1,4,0,0,0,0,0,0,the previous bus,3,1,3,0,1,0,1,3,0,1,0
20090926_036,002.raw,yes,yes,22.046,22.486,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SOUTH HILLS JUNCTION'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090926_036,003.raw,south side,south side,25.922,26.822,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'south side'},0,0,0,0,0,0,0,0,<place> side,0,1,1,0,0,0,1,1,0,0,0
20090926_036,004.raw,five o'clock,five o'clock,31.794,32.634,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SOUTH SIDE'},{u'time.hour': 5},0,0,0,0,0,0,0,0,<time> o'clock,0,2,1,0,0,0,2,1,0,0,0
20090926_039,002.raw,wilkinsburg,wilkinsburg,22.932,23.692,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'SQUIRREL HILL'},{u'to.neighborhood': u'wilkinsburg'},0,0,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090926_039,003.raw,now,now,28.808,29.198,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'WILKINSBURG'},{u'time.rel': u'next'},0,0,0,0,0,0,0,0,now,0,1,1,0,0,0,1,1,0,0,0
20090926_043,003.raw,road sixth avenue,sixth avenue,47.13,48.55,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SIXTH AVENUE'},{u'from.desc': u'sixth avenue'},1,2,0,1,0,0,0,0,road <place> avenue,1,0,1,0,0,0,0,1,0,0,0
20090926_043,004.raw,downtown pittsburgh to wall,downtown pittsburgh to wall,49.542,51.302,FALSE,impl-conf,->implicit_confirm$query.departure_place,[],{u'query.departure_place': u'SIXTH AVENUE'},{u'to.neighborhood': u'downtown pittsburgh'},1,3,0,1,0,0,0,0,<neighborhood> <place>sburgh to <uncovered_place>,1,0,2,0,0,0,0,2,0,0,0
20090926_043,005.raw,homestead,homestead,52.082,52.722,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'DOWNTOWN PITTSBURGH'},{u'to.neighborhood': u'homestead'},1,4,0,1,0,0,0,0,<neighborhood>,0,1,2,0,0,0,1,2,0,0,0
20090926_043,006.raw,no,no,54.874,55.144,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'HOMESTEAD'},{},1,5,0,1,0,0,0,0,no,0,2,2,0,0,0,2,2,0,0,0
20090926_046,010.raw,51c,51c,30.185,31.315,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SEVENTH'},{u'route': u'51c'},0,5,0,0,0,0,0,0,<uncovered_route>,0,1,0,0,0,0,1,0,0,0,0
20090926_048,003.raw,mckeesport,mckeesport,41.398,42.098,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'HOMESTEAD'},{u'to.neighborhood': u'mckeesport'},0,2,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090926_048,004.raw,yes,yes,45.184,45.494,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'MCKEESPORT'},{},1,3,0,0,0,0,0,0,yes,0,1,1,0,0,0,1,1,0,0,0
20090926_048,005.raw,now,now,46.494,46.924,FALSE,request,->request$query.travel_time,[],{},{u'time.rel': u'next'},1,4,0,0,0,0,0,0,now,2,1,1,1,0,0,1,1,1,0,0
20090926_048,006.raw,next bus,next bus,65.644,66.244,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'The next bus', u'result': u'61C'}",{},1,5,0,0,0,0,0,0,next bus,3,1,1,1,1,0,1,1,1,1,0
20090926_050,003.raw,talk,talk,17.23,17.56,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'BRIGHTON'},{},1,2,0,0,0,0,0,0,talk,1,0,1,0,0,0,0,1,0,0,0
20090926_050,007.raw,to homestead,to homestead,69.474,70.304,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{},0,4,0,2,0,0,0,0,to <neighborhood>,0,1,1,0,0,0,1,1,0,0,0
20090926_050,008.raw,yes,yes,74.738,75.068,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'HOMESTEAD'},{},0,4,0,2,0,0,0,0,yes,0,2,1,0,0,0,2,1,0,0,0
20090926_050,010.raw,now,now,84.234,84.714,FALSE,request,->request$query.travel_time,[],{},{u'time.rel': u'next'},0,4,0,2,0,0,0,0,now,2,2,1,1,0,0,2,1,1,0,0
20090926_052,004.raw,bloomfield,bloomfield,21.736,22.306,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'bloomfield'},0,1,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090926_052,005.raw,yes,yes,26.01,26.3,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'BLOOMFIELD'},{},1,2,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090926_052,006.raw,forest hills,forest hills,31.528,32.108,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'forest hills'},0,2,0,0,0,0,0,0,<uncovered_place>,0,1,2,0,0,0,1,2,0,0,0
20090926_052,009.raw,no bloomfield,no bloomfield,59.702,60.762,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'NORTH'},{u'from.neighborhood': u'bloomfield'},1,4,0,0,0,0,0,0,no <place>,1,1,3,0,0,0,1,3,0,0,0
20090926_052,010.raw,yes,yes,64.606,65.026,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'BLOOMFIELD'},{},1,5,0,0,0,0,0,0,yes,1,1,4,0,0,0,1,4,0,0,0
20090926_052,012.raw,forest hills,forest hills,69.372,70.082,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'forest hills'},0,5,0,0,0,0,0,0,<uncovered_place>,0,2,4,0,0,0,2,4,0,0,0
20090926_053,001.raw,no,no,8.584,9.004,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'PITT'},{},0,1,0,0,0,0,0,0,no,1,0,1,0,0,0,0,1,0,0,0
20090926_053,002.raw,no,no,17.574,18.134,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'PITT'},{},0,1,0,0,0,0,0,0,no,1,0,2,0,0,0,0,2,0,0,0
20090926_053,005.raw,mckeesport jefferson transportation center,mckeesport jefferson transportation center,31.004,33.804,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{},0,1,0,0,0,0,0,0,<neighborhood> <uncovered_place> <place>,1,0,3,0,0,0,0,3,0,0,0
20090926_053,006.raw,yes,yes,37.832,38.102,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MCKEESPORT'},{},0,1,0,0,0,0,0,0,yes,1,0,4,0,0,0,0,4,0,0,0
20090926_053,009.raw,homestead,homestead,50.074,50.904,FALSE,request,->request$query.arrival_place,[],{},{u'to.neighborhood': u'homestead'},0,2,0,0,0,0,0,0,<neighborhood>,0,1,4,0,0,0,1,4,0,0,0
20090926_053,010.raw,yes,yes,54.694,55.104,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'HOMESTEAD'},{},0,2,0,0,0,0,0,0,yes,0,2,4,0,0,0,2,4,0,0,0
20090926_055,009.raw,wal-mart,wal-mart,29.968,30.578,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'WAL-MART'},{u'from.desc': u'walmart'},1,9,0,1,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090926_055,010.raw,help,help,31.646,32.206,FALSE,impl-conf,->implicit_confirm$query.departure_place,[],{u'query.departure_place': u'WAL-MART'},{},1,10,0,1,0,0,0,0,help,1,0,2,0,0,0,0,2,0,0,0
20090926_055,017.raw,41a,41a,49.238,49.908,FALSE,request,->request$query.departure_place,[],{},{u'route': u'41a'},1,17,0,2,0,0,0,0,<uncovered_route>,1,0,3,0,0,0,0,3,0,0,0
20090926_060,002.raw,by yes,by yes,21.961,22.981,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'EIGHTH'},{},0,1,0,0,0,0,0,0,by yes,1,0,1,0,0,0,0,1,0,0,0
